prompt_id,context_bucket,trial_index,spec_k,acceptance_rate,tokens_per_sec,tokens_per_sec_ar,actual_speedup_tps_ratio,theoretical_speedup_factor,system_overhead_ratio
mt-005,short,1,1,1.0,25.795017659289503,59.08963753058584,0.43654046186926676,1.0,0.43654046186926676
mt-005,short,1,1,1.0,25.69873470323,58.647596432914746,0.43818905234464334,1.0,0.43818905234464334
mt-006,short,0,1,1.0,25.63657249853949,59.555444476376984,0.4304656396059371,1.0,0.4304656396059371
mt-006,short,0,1,1.0,25.937084502462543,58.829781482142714,0.4408835771442654,1.0,0.4408835771442654
mt-006,short,1,1,1.0,26.086957450377504,58.75425512085615,0.44400116037072096,1.0,0.44400116037072096
mt-006,short,1,1,1.0,26.46653701363069,58.2180707863855,0.4546103410183764,1.0,0.4546103410183764
mt-007,short,0,1,1.0,26.26469313313823,57.675833235240205,0.45538471938521347,1.0,0.45538471938521347
mt-007,short,0,1,1.0,26.80572048163798,59.0861212229269,0.4536720286732358,1.0,0.4536720286732358
mt-007,short,1,1,1.0,26.30348100201835,58.7580974097989,0.4476571257671765,1.0,0.4476571257671765
mt-007,short,1,1,1.0,26.74118878876373,57.55826159258361,0.46459340586146775,1.0,0.46459340586146775
mt-008,short,0,1,1.0,25.86919703738324,59.247050087979574,0.4366326593301858,1.0,0.4366326593301858
mt-008,short,0,1,1.0,26.86803992793022,60.26620742106869,0.4458226438608997,1.0,0.4458226438608997
mt-008,short,1,1,1.0,25.65719578028565,58.003090411905056,0.4423418752015245,1.0,0.4423418752015245
mt-008,short,1,1,1.0,27.02787203611509,59.01607124305653,0.4579747764774333,1.0,0.4579747764774333
mt-009,short,0,1,1.0,26.339365198317477,58.76059605727705,0.44824877495529675,1.0,0.44824877495529675
mt-009,short,0,1,1.0,26.554041637932723,58.906144467940614,0.4507855993254597,1.0,0.4507855993254597
mt-009,short,1,1,1.0,25.614517632371545,58.65199131282467,0.43672034075969646,1.0,0.43672034075969646
mt-009,short,1,1,1.0,26.650029630605022,58.662330395267425,0.4542954473686407,1.0,0.4542954473686407
mt-010,short,0,1,1.0,25.543691771948176,59.52368518396215,0.4291349181927092,1.0,0.4291349181927092
mt-010,short,0,1,1.0,26.189032103054668,57.213618639852605,0.45774122884813456,1.0,0.45774122884813456
mt-010,short,1,1,1.0,25.82242734478888,58.77580399914786,0.43933771361363694,1.0,0.43933771361363694
mt-010,short,1,1,1.0,26.76212221676185,55.02613360025352,0.4863529466049664,1.0,0.4863529466049664
mt-011,short,0,1,1.0,25.449092480391705,58.47774053486204,0.435192814353352,1.0,0.435192814353352
mt-011,short,0,1,1.0,27.12760930588603,55.137117814326494,0.4920026722694844,1.0,0.4920026722694844
mt-011,short,1,1,1.0,25.51909235057542,60.09458342823122,0.4246487935314827,1.0,0.4246487935314827
mt-011,short,1,1,1.0,26.86044461806345,55.89798100723615,0.48052620388178763,1.0,0.48052620388178763
mt-012,short,0,1,1.0,25.303565131259656,57.67756473137107,0.4387072382322158,1.0,0.4387072382322158
mt-012,short,0,1,1.0,27.01344172991065,56.49396912849576,0.47816505277702237,1.0,0.47816505277702237
mt-012,short,1,1,1.0,25.98760620686971,57.33914254344468,0.4532262788404874,1.0,0.4532262788404874
mt-012,short,1,1,1.0,26.22487593782447,56.767194908362185,0.4619723764783271,1.0,0.4619723764783271
mt-013,short,0,1,1.0,24.933149492807836,58.99216001937403,0.4226519165363561,1.0,0.4226519165363561
mt-013,short,0,1,1.0,26.79739668332865,58.81025343007914,0.45565858197140213,1.0,0.45565858197140213
mt-013,short,1,1,1.0,25.157331375728145,59.48103960262897,0.4229470692475293,1.0,0.4229470692475293
mt-013,short,1,1,1.0,26.99208490681469,60.5359291594832,0.4458853656264772,1.0,0.4458853656264772
mt-014,short,0,1,1.0,26.2057308993527,58.005836173823454,0.45177748702429144,1.0,0.45177748702429144
mt-014,short,0,1,1.0,26.06712925403762,60.58082009053457,0.43028683360644154,1.0,0.43028683360644154
mt-014,short,1,1,1.0,26.359649850009617,59.067493033440506,0.4462632235819853,1.0,0.4462632235819853
mt-014,short,1,1,1.0,26.69296228196246,57.22452635257396,0.46646016984921373,1.0,0.46646016984921373
mt-015,short,0,1,1.0,26.01095424514256,57.867342527812056,0.44949280732290825,1.0,0.44949280732290825
mt-015,short,0,1,1.0,26.87588474624308,57.067975958634825,0.4709451193034042,1.0,0.4709451193034042
mt-015,short,1,1,1.0,25.92369171775822,57.68594705396683,0.44939353589022085,1.0,0.44939353589022085
mt-015,short,1,1,1.0,26.250967954187104,58.9014853105662,0.44567582321184696,1.0,0.44567582321184696
mt-long-01,short,0,1,1.0,25.173424520202953,56.21263095181968,0.4478250545109569,1.0,0.4478250545109569
mt-long-01,short,0,1,1.0,26.52649568973859,58.71054625371828,0.45181824020345585,1.0,0.45181824020345585
mt-long-01,short,1,1,1.0,26.18292585287775,57.904457724376186,0.45217461456090036,1.0,0.45217461456090036
mt-long-01,short,1,1,1.0,26.72617199862891,59.20482891660108,0.45141878606349406,1.0,0.45141878606349406
mt-long-02,short,0,1,1.0,25.70493420414035,58.4762053677656,0.4395793817755132,1.0,0.4395793817755132
mt-long-02,short,0,1,1.0,26.840096826448097,59.31834043674704,0.4524755181758416,1.0,0.4524755181758416
mt-long-02,short,1,1,1.0,25.464998147573116,57.26972389872624,0.4446502691824483,1.0,0.4446502691824483
mt-long-02,short,1,1,1.0,26.657137328759333,60.93856588913477,0.43744280719136924,1.0,0.43744280719136924
mt-001,short,0,3,1.0,38.324207395420345,58.27822191053867,0.6576076987086327,1.0,0.6576076987086327
mt-001,short,0,3,1.0,40.32890851310917,57.881572677439664,0.6967486653801315,1.0,0.6967486653801315
mt-001,short,1,3,1.0,37.94704202125674,58.34929487411395,0.6503427694049401,1.0,0.6503427694049401
mt-001,short,1,3,1.0,39.39391145076365,60.32829468306743,0.652992292550588,1.0,0.652992292550588
mt-002,short,0,3,1.0,39.65414354900859,58.38106554048173,0.6792295272773362,1.0,0.6792295272773362
mt-002,short,0,3,1.0,39.72369183122424,59.32569079410219,0.6695866714656669,1.0,0.6695866714656669
mt-002,short,1,3,1.0,38.633819105475446,56.59963487009647,0.6825807126520355,1.0,0.6825807126520355
mt-002,short,1,3,1.0,38.78154862848323,59.861828257415645,0.647851055629578,1.0,0.647851055629578
mt-003,short,0,3,1.0,38.324736334467765,56.76295656124361,0.6751716023304356,1.0,0.6751716023304356
mt-003,short,0,3,1.0,40.42701624623863,59.15693414017817,0.6833859264992137,1.0,0.6833859264992137
mt-003,short,1,3,1.0,38.1588427079325,57.35497571244089,0.6653100665450278,1.0,0.6653100665450278
mt-003,short,1,3,1.0,40.08788876254904,58.26825675671844,0.6879884690891637,1.0,0.6879884690891637
mt-004,short,0,3,1.0,37.97728841372893,58.27229227254842,0.6517212028677942,1.0,0.6517212028677942
mt-004,short,0,3,1.0,38.958370889771054,55.95359759799796,0.6962621272303141,1.0,0.6962621272303141
mt-004,short,1,3,1.0,38.55240834148078,57.75618971731211,0.6675026266479088,1.0,0.6675026266479088
mt-004,short,1,3,1.0,39.05639588868905,57.28314320235899,0.6818130728392129,1.0,0.6818130728392129
mt-005,short,0,3,1.0,38.070233203496045,58.53578749451926,0.6503753487054493,1.0,0.6503753487054493
mt-005,short,0,3,1.0,39.91315015770151,56.65688799755476,0.7044712755741916,1.0,0.7044712755741916
mt-005,short,1,3,1.0,38.14610811018248,59.08963753058584,0.6455634135585513,1.0,0.6455634135585513
mt-005,short,1,3,1.0,40.50249327146667,58.647596432914746,0.6906078975938302,1.0,0.6906078975938302
mt-006,short,0,3,1.0,37.93032436005467,59.555444476376984,0.6368909625903296,1.0,0.6368909625903296
mt-006,short,0,3,1.0,40.61680234334511,58.829781482142714,0.6904122592342791,1.0,0.6904122592342791
mt-006,short,1,3,1.0,37.76327579348664,58.75425512085615,0.6427326108689226,1.0,0.6427326108689226
